,evol_stage,initial_mass,initial_Yinit,initial_feh,initial_MLT,star_age,frac_age,ms_age,effective_T,log_g,radius,star_feh,delta_nu_fit,hrgradient,fagegradient,initial_zx,star_zx
21,2,0.931790710764543,0.28,0.0,2.1,12.068637948737596,0.9759756935712725,9.565606337475344,5313.144901101926,3.9313555377170655,1.727087040745413,-0.035287691154473236,58.29599783661335,0.0012223981072784957,0.0005764568177285545,0.0181,0.016687484822606236
22,1,1.1990769587260588,0.28,0.0,2.1,2.8389096435427232,0.594724925299162,3.7207226349248192,6270.698153627448,4.179367574998639,1.4746345943670205,-0.25533567422164544,82.36519637057474,0.0005782859760755234,0.004495739778261898,0.0181,0.010054093058535954
23,2,1.1686926491354517,0.28,0.0,2.1,4.920938826034126,0.9349618776451457,4.10641879197193,5938.87653482584,3.9036153368914484,1.9982550541405424,-0.06277155084099954,52.69618042672546,0.0023774958003576537,0.00392381930715191,0.0181,0.015664156879708933
24,2,1.1990769587260588,0.28,0.0,2.1,4.1657965299113195,0.872695274292457,3.7207226349248192,6119.153178958354,3.966327258627395,1.8837759107720176,-0.16682561310557786,57.77144194298865,0.001522627891471698,0.005397458633423224,0.0181,0.012326874139949692
25,2,0.9587073431510392,0.28,0.0,2.1,10.570982027173578,0.9488756602465556,8.510111025240688,5596.678308288552,4.011611374618122,1.5975341198600694,-0.053138600589377104,66.64455016994872,0.0014923888796292268,0.0018031494443576657,0.0181,0.016015480547389903
26,2,0.934012845601648,0.28,0.0,2.1,12.048732280806705,0.9828582302881698,9.470664906493164,5212.104481797121,3.8874630798680196,1.8186585602907333,-0.02917109993512973,53.87438375940086,0.001339400326928624,0.0005576775339644069,0.0181,0.01692417373517993
27,2,1.0765463607143848,0.28,0.0,2.1,7.138107941812903,0.9888038883153827,5.081790012319021,5308.265049380875,3.8152821038733666,2.1213569927005884,-0.016688072258552136,45.8832623378429,0.0012590027188833616,0.000578983929712007,0.0181,0.017417687830223166
28,2,1.1116978694410429,0.28,0.0,2.1,5.6012463067018565,0.8795872328791308,4.792621595891778,5991.088142423505,4.0174417460352965,1.7097735716639977,-0.10744754209938016,64.71140976310393,0.0010000651982168508,0.0034819306330110544,0.0181,0.014132891758154334
29,1,0.8136647254837392,0.28,0.0,2.1,14.931396294969025,0.7428067335096145,16.51704471536441,5482.237410378354,4.373087381192667,0.9718769443066118,-0.11670476547964866,128.13011215023477,0.0005225929665848675,0.004245121238334648,0.0181,0.013834829439824474
30,1,0.8236162093393309,0.28,0.0,2.1,12.700295045613775,0.6596042878041712,15.74157640425576,5491.451830514924,4.4173451474715515,0.9292542276408942,-0.10547680730945196,137.78583058511094,0.0003447450751328758,0.003051687322582042,0.0181,0.014197169505000138
31,2,0.8236162093393309,0.28,0.0,2.1,18.243712158215,0.9475079690514504,15.74157640425576,5383.877232667754,4.1078257104407205,1.3256261249194865,-0.07410346542919095,81.64021145161941,0.0013044589865309844,0.0015796336362488006,0.0181,0.015260722998982597
32,1,0.9587073431510392,0.28,0.0,2.1,5.7569017116478785,0.5167527386360496,8.510111025240688,5852.175563399511,4.386277795116955,1.0390795702299385,-0.08384427484325431,125.46780276804917,0.000194798193439335,0.0025182813066009224,0.0181,0.014922249599926602
33,1,0.9555987440125916,0.28,0.0,2.1,5.7079544988987765,0.5062758336454839,8.624572596212923,5843.159302623455,4.393356916507567,1.0289730579397125,-0.08186982586415198,127.09884062514485,0.00019390328272833116,0.0025356413924850774,0.0181,0.01499024562150364
34,2,1.128017721544052,0.28,0.0,2.1,5.8887617300931385,0.9774169478174053,4.593693862495635,5561.455900074742,3.8389399741170256,2.11417241301675,-0.027911047862046758,47.52146269516241,0.001177293546492268,0.0006110825394161079,0.0181,0.016973348448325792
35,1,1.0439008806001355,0.28,0.0,2.1,2.1618127391648,0.2665954884744647,5.862122164455223,6042.406107634704,4.4138006752726815,1.050446579015769,-0.055190402451425855,128.4365103372277,0.00015596170988958218,0.0028122663254626368,0.0181,0.015939994691163417
36,2,1.1686926491354517,0.28,0.0,2.1,4.521556049637699,0.8590804892110466,4.10641879197193,6095.335919007963,3.9995868351365456,1.7898894443482989,-0.15969829727881216,61.71018246770931,0.001483488078161933,0.005689123444103883,0.0181,0.012530842679268734
37,2,1.1990769587260588,0.28,0.0,2.1,4.771247123089093,0.9995314910135497,3.7207226349248192,5320.727964882582,3.755348968404987,2.4000985214961728,-0.014268195535610385,40.209403566053055,0.001436578401758364,0.0006577625484758265,0.0181,0.01751500958557871
38,1,0.8236162093393309,0.28,0.0,2.1,11.523226920633247,0.5984719141477882,15.74157640425576,5468.641505968692,4.448722612475526,0.8962843496057509,-0.09684107090244867,145.37868201739903,0.0002916608986611432,0.0028037931582117204,0.0181,0.014482298810993784
39,2,1.0439008806001355,0.28,0.0,2.1,7.980619038740071,0.984172677131833,5.862122164455223,5340.92800394085,3.8475816276005816,2.012814696800512,-0.020858992705207868,48.9748668504374,0.001154122025835786,0.0005201202306602815,0.0181,0.017251210805097297
40,2,1.1660237393358672,0.28,0.0,2.1,4.647075863671921,0.8753303923923098,4.136310520223437,6069.172401368532,3.984971857986456,1.818040148318908,-0.1430486648686775,60.30324807614382,0.0011618085799418054,0.004300338881917054,0.0181,0.013020567400423401
41,2,0.9587073431510392,0.28,0.0,2.1,8.542288255570973,0.7667754412679231,8.510111025240688,5835.289568312121,4.246725612748817,1.2197908383863498,-0.10250696966282556,99.0498584961044,0.0004984766841894537,0.003640055392491015,0.0181,0.014294586769313326
42,2,1.1686926491354517,0.28,0.0,2.1,4.0968423117432815,0.7783863030239211,4.10641879197193,6212.9107136583325,4.07660222893029,1.6385490146483863,-0.1602813632152044,69.94662710102163,0.0003853721541516683,0.0003982370018115189,0.0181,0.01251403057263428
43,1,0.9733723793947712,0.28,0.0,2.1,0.1091084506547164,0.010360103245541173,7.972049300410562,5788.009884137476,4.542292993822397,0.8748582447767416,-0.0013671560392787398,162.92876894292323,0.0002247926299404407,0.001779354475784303,0.0181,0.018043110914807807
44,2,0.9555987440125916,0.28,0.0,2.1,11.269027744976606,0.9995238078829848,8.624572596212923,5031.0386848425815,3.730471772778255,2.2035790859138213,-0.015930844589101042,40.47927397735099,0.0007018524590366234,0.00031513071651390057,0.0181,0.017448083473225035
45,2,0.8236162093393309,0.28,0.0,2.1,15.78370528312484,0.8197447102445137,15.74157640425576,5523.3715535548035,4.307217256387668,1.0545056070458625,-0.1115366032034985,114.18046856591205,0.00044652258570510896,0.002586582519882419,0.0181,0.014000449250365268
46,2,0.8236162093393309,0.28,0.0,2.1,18.84913325786531,0.9789512033875203,15.74157640425576,5113.871958858128,3.9565732690430804,1.5773270416536087,-0.046269821992768516,62.746496224684044,0.00130728622951516,0.0005357372484373624,0.0181,0.01627079423398122
47,1,0.9555987440125916,0.28,0.0,2.1,5.023634197067908,0.4455789883295669,8.624572596212923,5835.181006608532,4.4186380027674055,0.9994554958668076,-0.07221908516401318,132.66600504517584,0.00018477839093278213,0.0025856884251148626,0.0181,0.015327082311218125
48,2,0.9587073431510392,0.28,0.0,2.1,10.849341299528751,0.973861828765507,8.510111025240688,5377.599557671499,3.9288937041181216,1.7568237609563755,-0.034350161236984256,57.67389978631657,0.0012190200615908849,0.0006262557969729521,0.0181,0.016723547715089333
49,2,1.1660237393358672,0.28,0.0,2.1,4.922512181356594,0.9272120029170652,4.136310520223437,5961.7105752854895,3.9178030994186592,1.9637059759162283,-0.07357335876885265,53.98491118014412,0.0016009805515638127,0.003725236780812158,0.0181,0.015279361850096684
50,1,1.0765463607143848,0.28,0.0,2.1,0.1540135528847175,0.021334673163684016,5.081790012319021,6096.723456083338,4.463548029828352,1.0073654007209358,-0.0043515441375299455,138.62981954895687,0.00027696792170682944,0.0046431487371722,0.0181,0.01791954716843999
51,2,0.9082243376830028,0.28,0.0,2.1,13.29869865259599,0.9798638959667549,10.653165281869686,5224.304420910351,3.917626001465589,1.732243145945359,-0.034402738238653204,57.226405434892214,0.0012320463953232508,0.0005211163640247429,0.0181,0.01672152323444054
52,1,1.1686926491354517,0.28,0.0,2.1,3.523781617607064,0.6695066925399129,4.10641879197193,6157.82490019654,4.165536201289702,1.479199435009399,-0.19292924773987213,81.49251496424141,0.0005104206023655654,0.0033993629503403233,0.0181,0.0116077842422694
53,1,1.128017721544052,0.28,0.0,2.1,4.1853973757627125,0.6946924524922603,4.593693862495635,6084.128086827267,4.18069034383947,1.428096208374389,-0.1557034090332521,84.62594944661706,0.0003101910822086858,0.0023651330695722006,0.0181,0.012646640284036436
54,2,0.9733723793947712,0.28,0.0,2.1,10.327756292556703,0.9806446782410603,7.972049300410562,5300.877480194408,3.8891584138975137,1.8529469556292224,-0.02792473715691301,53.558289261123406,0.0011867495746261131,0.0005241151455982473,0.0181,0.01697281344380807
55,2,0.8136647254837392,0.28,0.0,2.1,18.608599096160074,0.9257401274967166,16.51704471536441,5429.713582553354,4.169029590684582,1.2281505223744944,-0.08865394116715695,90.83712581770962,0.0008458940411167889,0.0016967817859565582,0.0181,0.014757902394879762
56,2,1.1660237393358672,0.28,0.0,2.1,4.999131849989702,0.9416442021273,4.136310520223437,5906.638440026566,3.893156959877647,2.0200638845941574,-0.06487911605088928,51.8098988806991,0.0016888792715519458,0.0024055629358203934,0.0181,0.015588325252155857
57,1,1.0439008806001355,0.28,0.0,2.1,3.8364484985052543,0.4731121447000438,5.862122164455223,6050.657984700013,4.337153813297124,1.1473539153944283,-0.09965195388114616,112.73607313421076,0.0001572097143265239,0.0023010007077349792,0.0181,0.014388867751251803
58,2,1.128017721544052,0.28,0.0,2.1,4.517071370940603,0.7497437177490143,4.593693862495635,6136.845762902937,4.132228779818006,1.5099394068158731,-0.14907135478316896,77.97948048205897,0.000599434730146512,0.00046456778353637374,0.0181,0.012841247603916615
59,1,1.0439008806001355,0.28,0.0,2.1,2.178287719492728,0.2686271886992622,5.862122164455223,6042.631041831936,4.413129896694921,1.0512581127058502,-0.05564083556158479,128.28979166541572,0.00015600705028671544,0.002808550757986167,0.0181,0.01592347092764511
60,2,0.9082243376830028,0.28,0.0,2.1,13.51046646409386,0.9954671995858012,10.653165281869686,5017.7635873490635,3.7745465003691776,2.042099225012412,-0.02128580070791838,44.3401769160355,0.0007649154269382957,0.00031492809619526607,0.0181,0.01723426530312921
